Track,AlbumName,Artist,ReleaseDate,ISRC,AllTimeRank,TrackScore,SpotifyStreams,SpotifyPlaylistCount,SpotifyPlaylistReach,SpotifyPopularity,YouTubeViews,YouTubeLikes,TikTokPosts,TikTokLikes,TikTokViews
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,USUG12104402,708,57.6,"819,136,167","220,374","42,648,915",75,"173,633,158","1,399,290","66,599","33,795,573","327,393,753"
Mayores,Mayores,Becky G,7/14/2017,USRC11701270,709,57.6,"709,559,454","66,677","26,417,997",66,"2,660,240,919","9,901,740","610,733","22,346,077","258,215,382"
CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,USUM72222460,707,57.6,"558,560,568","61,360","26,903,567",75,"228,242,847","852,495","1,015,200","134,483,388","1,339,213,086"
New Divide,Papercuts,Linkin Park,4/12/2024,USWB12400679,706,57.6,"340,239,513",161,"923,021",,,,,,
White Horse,White Horse,Chris Stapleton,7/21/2023,USUG12300484,711,57.5,"155,443,055","28,835","15,122,339",68,"38,442,511","291,339","38,400","3,484,143","47,123,023"
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,7/21/2023,DGA062368509,712,57.5,"221,287,566","20,975","10,461,108",70,"291,073,034","1,012,209","86,600","7,802,910","131,877,555"
La Morocha,La Morocha,Luck Ra,7/7/2023,CLPP22300045,710,57.5,"161,280,933","17,882","11,897,449",66,"289,561,672","967,949","459,808","20,550,339","348,308,009"
Who Is Your Guy?,Who Is Your Guy?,Spyro,11/25/2022,QZW9L2260049,714,57.4,"21,236,593","6,366","592,410",52,"173,334,286","660,871","3,801,877","47,756,992","618,545,163"
You Right,You Right,Doja Cat,6/24/2021,USRC12100544,713,57.4,"831,648,193","119,953","44,866,271",72,"379,404,120","3,991,416","67,857","51,756,150","397,005,694"
AMG,AMG,Natanael Cano,11/24/2022,QZ9QQ2200105,715,57.3,"674,025,091","51,522","21,663,790",70,"323,942,993","1,575,190","452,800","108,677,892","1,294,755,383"
Bandido,Bandido,Myke Towers,12/10/2020,QMFME2047291,717,57.2,"700,122,551","99,936","23,605,544",68,"1,036,334,853","4,939,844","153,600","29,274,105","363,627,962"
Karma,Karma,JoJo Siwa,4/5/2024,USSM12401851,716,57.2,"17,310,258","1,840","5,419,557",,"43,892,777","368,031","199,600","134,373,320","1,314,113,353"
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,FR10S2386363,720,57.1,"545,234,876","38,598","20,258,181",76,"178,469,204","907,782","1,400,000","127,515,608","1,417,345,345"
Ya No Tengo Tu Love,Origami,Sie7e,12/6/2023,QZHN22300206,718,57.1,"4,561,175","1,911","300,718",,"5,599,363","109,997","1,700,000","1,172,078","16,150,470"
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,10/2/2020,INV772001001,719,57.1,"48,929,060","4,295","619,647",52,"1,736,697,874","8,477,892","825,678","10,675,705","163,717,881"
FTCU,Pink Friday 2,Nicki Minaj,12/8/2023,USUM72318679,722,57,"167,977,668","24,101","35,583,769",,"38,901,823","551,972","53,900","2,203,530","13,158,593"
Go Crazy,Slime & B,Young Thug,5/5/2020,USRC12001468,721,57,"699,336,080","126,934","20,887,762",68,"363,333,168","3,159,553","19,574","3,018,147","42,692,526"
La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/2022,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68,"131,057,530","1,300,009","46,605","37,630,552","348,775,704"
I Don't Care,I Don't Care - Single,Boy Spyce,2/23/2024,NGA3B2318016,723,56.9,"3,475,009",328,"717,595",,"3,869,518","43,717","998,000","4,504","50,840"
Roar,2013 The Hottest,Katy Perry,1/1/2013,USUM71308669,725,56.9,"1,156,191,242","146,653","68,107,488",73,"4,386,626,671","19,822,950","508,860","37,113,271","385,015,724"
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,USRC11901583,724,56.9,"1,030,515,485","157,003","35,028,641",70,"809,218,963","5,861,900","794,152","55,950,941","451,934,036"
34+35,Positions,Ariana Grande,10/30/2020,USUM72020423,727,56.8,"978,617,707","97,191","40,917,688",70,"722,372,895","11,582,120","254,060","60,197,709","359,903,081"
Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68,"881,072,427","29,073,682","1,450,747","511,168,140","3,653,167,411"
changes,changes,XXXTENTACION,3/2/2018,USUG11800211,729,56.8,"1,366,479,990","171,651","36,731,138",70,"1,002,422,657","14,134,657","1,951,109","167,016,763","1,763,949,180"
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,QZZ4J2400019,730,56.7,"167,431,139","10,335","116,287,670",90,"28,987,197","443,524",,"16,577,348","235,871,001"
SPIDER,SPIDER,GIMS,5/10/2024,FR8FB2407800,731,56.6,"26,972,053","3,364","11,637,634",76,"18,860,058","231,781",,,
Sunday Best,Where the Light Is,Surfaces,8/28/2018,TCAEA1802695,733,56.6,"952,626,904","151,446","27,674,084",16,"195,696,821","2,597,296","9,436,402","364,342,730","2,800,998,751"
Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,USA2P2331239,734,56.6,"75,152,048","8,540","685,520",62,"386,890,237","4,145,747",969,"82,604","1,152,931"
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,1/5/2024,CLPP22300118,732,56.6,"110,573,724","10,663","17,155,186",69,"143,032,680","568,468",,641,"6,600"
Better,Better,Khalid,9/14/2018,USRC11803179,736,56.5,"1,355,539,058","108,485","20,494,060",72,"1,260,752,640","6,104,356","481,790","128,052,245","1,105,088,867"
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,5/10/2019,GBAHS1900672,735,56.5,"1,816,356,140","156,748","74,047,669",70,"1,095,859,229","11,144,552","209,758","24,824,442","246,666,552"
Substitution,Substitution,Purple Disco Machine,3/30/2023,DEE862300093,737,56.4,"218,035,732","36,861","48,220,875",72,"87,739,719","494,331","47,655","2,485,202","61,830,611"
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,QZMZ92361338,739,56.4,"267,867,000","47,406","32,423,214",36,"109,440,296","1,722,866","796,000","207,462,897","1,908,916,908"
MERCHO,MERCHO,LiL CaKe,12/16/2022,ARF102200411,738,56.4,"366,462,735","52,345","27,129,754",67,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250"
Bandook,Bandook,Nirvair Pannu,5/30/2020,FR96X2024977,740,56.4,"40,178,056","5,825","638,204",54,"156,528,470","1,410,824","12,558,440","85,606,014","1,349,843,169"
Silence,Silence,Marshmello,8/11/2017,USRC11701901,741,56.3,"1,592,440,653","188,349","52,573,571",77,"783,959,373","6,101,966","1,101,293","107,580,637","807,230,686"
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575"
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,QM7XC1400004,744,56.2,"1,182,373,720","201,337","36,698,633",70,"1,260,463,421","8,611,729","319,849","50,946,038","414,475,658"
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,USSM11703595,743,56.2,"1,532,653,504","191,817","85,380,382",76,"1,799,935,129","15,452,150","241,402","80,177,249","500,970,525"
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,QZS642102633,746,56.2,"624,007,138","88,566","48,503,856",76,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356"
Botella Tras Botella,Botella Tras Botella,Gera MX,4/23/2021,MXUM62100001,747,56.2,"647,496,971","72,494","22,027,404",71,"895,962,908","7,617,641","354,200","41,756,321","396,552,302"
"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,USRC11502210,745,56.2,"1,280,838,046","174,312","39,798,446",73,"807,688,972","6,060,762","8,981,813","72,353,082","439,764,052"
"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,6/2/2023,USWD12326770,749,56.1,"117,717,973","20,157","12,372,416",68,"198,045,947","1,142,920","1,101,758","32,704,079","409,104,776"
Lut Gaye,Lut Gaye,Jubin Nautiyal,2/17/2021,INS182100281,751,56.1,"171,856,399","16,697","3,873,550",56,"1,524,735,898","11,671,430","2,736","167,529","2,560,589"
Piel,Piel,Tiago PZK,2/1/2024,USWL12400226,748,56.1,"128,833,634","6,815","48,721,232",79,"114,263,622","572,164",,"2,444,806","31,395,017"
Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65,"928,440,031","9,495,255",627,"225,218","2,638,039"
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317268,752,56,"175,336,290","8,386","79,812,251",80,"44,458,370","1,448,800",225,"397,044","3,842,071"
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,11/10/2023,UKWLG2300117,754,55.9,"158,952,262","20,712","61,778,572",3,"31,073,689","328,486",,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Nu King,Jason Derulo,2/16/2024,USAT22400762,755,55.9,,,,,,,,,
Lay Low,Lay Low,Tiï¿½ï¿,1/6/2023,NLZ542202348,756,55.9,"406,141,247","67,235","95,995,595",70,"91,367,578","707,830","173,461","21,756,073","588,640,576"
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2/3/2023,QZFZ72321643,753,55.9,"18,637,452","6,915","751,599",45,"6,534,668","116,631","4,038,735","280,985,573","3,179,523,129"
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,INZ031411736,757,55.8,"250,599,391","19,757","12,938,935",66,"642,774,625","4,620,243",,,
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,USUM72206231,759,55.7,"315,680,664","50,632","13,985,305",69,"317,472,115","2,373,170","129,481","23,093,203","424,398,738"
Big Energy,Big Energy - Single,Latto,9/24/2021,USRC12102454,758,55.7,"324,162,855","53,099","32,807,694",61,"60,970,543","695,638","247,053","95,081,920","994,551,093"
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55.6,"1,263,989,128","156,671","25,905,453",72,"795,828,166","8,115,938","35,383","8,434,416","78,005,488"
Location,Location,Khalid,5/24/2016,TCACO1662934,760,55.6,"1,369,299,352","169,370","32,275,029",71,"815,137,609","5,138,837","80,456","17,516,516","77,860,109"
Italodisco,Italodisco,The Kolors,5/5/2023,ITQ002300342,762,55.4,"142,141,861","22,711","10,786,942",67,"142,319,744","819,805","946,028","19,085,610","403,681,891"
Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,USA2P2349660,763,55.4,"279,667,395","23,583","16,220,736",78,"93,707,680","1,139,367","316,771","152,082,704","1,178,951,518"
Vida de Rico,Vida de Rico,Camilo,9/21/2020,USSD12000388,767,55.4,"568,823,269","54,968","26,455,856",64,"1,094,129,734","7,637,000","1,913,634","77,602,054","835,046,287"
Frï¿½ï¿½gil (feat. Grupo Front,Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55.4,"432,988,420","32,294","28,454,994",67,"194,658,217","1,261,625","633,280","45,475,847","750,998,497"
In My Feelings,Scorpion,Drake,6/29/2018,USCM51800206,766,55.4,"1,389,607,643","179,820","36,937,605",68,"749,282,095","9,464,140","294,022","46,457,728","521,014,819"
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,USUG12309646,764,55.4,"123,522,254","26,849","21,166,663",,"21,213,402","365,281","2,214","572,150","3,432,405"
Attention,Attention,Charlie Puth,4/20/2017,USAT21700928,768,55.3,"1,800,254,516","162,682","40,159,047",75,"1,875,529,996","14,529,538","391,214","96,491,219","759,021,013"
Zhurek,Zhurek,Adam,10/6/2023,DGA0M2333309,770,55.3,"8,893,883","1,745","385,351",,"238,585,397","1,478,754","59,100","107,018","1,640,900"
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,USAT21802284,769,55.3,"1,709,991,997","187,053","79,925,766",80,"1,447,964,376","19,917,766","2,026,064","188,810,282","2,833,687,729"
In The End,In the End,Tommee Profitt,4/6/2018,TCADO1871408,771,55.2,"85,068,645","23,747","2,345,029",52,"1,615,682,416","16,097,448","7,610,004","421,716,078","6,274,917,849"
Took Her To The O,Took Her To The O,King Von,2/21/2020,USUYG1296663,772,55.1,"497,832,707","156,669","13,464,335",74,"265,905,159","2,363,958","171,287","89,782,204","644,816,718"
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55.1,"637,836,235","96,878","50,739,981",68,"182,917,309","3,547,237","488,047","311,431,134","1,955,825,500"
Orquestra Maldita,Orquestra Maldita,TRASHXRL,6/15/2023,SGW502301764,773,55.1,"119,445,482","16,844","15,941,203",14,"52,878,314","712,327","2,337,660","235,664,103","3,177,714,575"
Sucker,Sucker,Jonas Brothers,3/1/2019,USUG11900515,775,55,"1,411,856,834","128,280","42,394,972",73,"641,158,161","9,661,491","328,479","33,317,769","280,853,608"
Alone,Alone,Marshmello,5/13/2016,CA6D21600147,776,55,"561,103,984","80,971","18,764,148",65,"3,130,843,590","32,799,797","524,156","50,668,664","462,245,126"
Moto,Moto - Single,Diler Kharkiya,1/6/2020,INR731900731,778,54.9,,424,"60,155",,"706,716,815","3,418,527","10,000,000","79,580,452","1,357,260,180"
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,4/16/2021,USUM72104664,779,54.9,"817,933,263","104,636","31,495,621",70,"658,407,296","4,541,248","877,700","82,923,244","870,762,842"
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54.9,"193,109,326","76,047","4,765,141",8,"64,413,388","1,143,541","238,183","174,951,046","1,526,856,459"
GOOBA,GOOBA,6ix9ine,5/8/2020,QZA742002191,780,54.8,"472,027,271","97,766","8,876,147",2,"1,012,949,756","14,257,151","2,295,814","448,572,991","4,846,286,370"
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12305004,781,54.8,"997,536,616","5,268","1,949,130",1,,,,,
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401989,790,54.7,"66,101,468","3,693","9,878,576",84,"4,252,419","117,031",180,"1,800,000","11,200,000"
6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (UK),5/17/2024,GBARL2400669,785,54.7,"4,505,404","1,248","19,427,406",64,,,,,
Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54.7,"593,554,969","84,288","17,284,885",67,"284,499,511","3,909,648","506,518","475,880,505","4,729,678,365"
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]","Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,5/1/2024,INS182401375,783,54.7,"1,852,457",79,"3,399,376",,"57,254,911","1,254,450",,,
On Me,On Me,Lil Baby,12/4/2020,USUG12004399,788,54.7,"368,017,246","105,732","15,129,396",67,"227,182,263","1,554,044","163,221","22,024,839","198,936,453"
when the party's over,when the party's over,Billie Eilish,10/17/2018,USUM71815958,787,54.7,"1,845,938,685","186,633","79,124,996",79,"931,398,498","13,775,924","1,622,629","210,787,744","1,349,258,289"
Love The Way You Lie,538 Hitzone 55,Eminem,1/1/2010,USUM71015397,784,54.7,"1,532,052,160","236,943","76,167,038",79,"3,009,144,927","15,864,764","208,118","23,435,916","223,136,013"
Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214885,789,54.7,"725,076,772","83,311","29,009,374",72,"296,661,885","2,150,658","705,800","287,983,296","3,014,389,754"
Make You Mine,Make You Mine,Madison Beer,2/9/2024,USSM12400758,786,54.7,"127,909,006","13,354","49,984,859",,"26,653,465","788,713",,"12,674,158","295,301,300"
Freaks,Freaks,Surf Curse,5/15/2021,USAT22102269,791,54.6,"1,089,328,286","200,016","33,498,182",77,"256,738,121","4,601,685",511,"265,535","2,110,692"
In Da Getto,In Da Getto,J Balvin,7/2/2021,QZM5U2100095,792,54.6,"484,375,103","133,279","27,602,101",61,"218,975,838","3,159,820","1,920,220","452,069,335","6,219,918,723"
Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,MXB952200017,794,54.5,"414,104,069","33,044","18,247,093",67,"665,626,745","2,889,082","968,864","248,485,504","2,953,043,191"
Try That In A Small Town,Try That In A Small Town,Jason Aldean,5/19/2023,QMRSZ2300454,793,54.5,"66,418,201","20,547","1,758,957",37,"59,550,101","1,432,480",,,
Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214881,796,54.3,"742,515,730","93,128","28,604,664",73,"275,203,830","1,499,544","940,020","241,093,278","2,486,183,983"
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,3/23/2023,SGB502340678,795,54.3,"24,963,236","5,624","1,097,527",48,"96,957,064","1,319,260","3,177,849","39,336,848","670,846,125"
TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncï¿,2/9/2024,USSM12401303,798,54.3,"425,058,273","2,563","11,967,164",,"46,791,219","643,498",,,
Petit gï¿½ï¿,Petit gï¿½ï¿,Jungeli,8/4/2023,QMBZ92393247,797,54.3,"159,181,956","29,011","10,943,796",74,"159,092,284","820,029","12,100","2,709,265","37,717,213"
Bura Na Mano Holi Hai,Bura Na Mano Holi Hai,Shaan,2/4/2023,ING642301070,801,54.2,"125,047",6,"44,905",14,"659,724,253","4,199,987",,,
ýýý,Show - Single,Ado,9/6/2023,JPPO02302806,800,54.2,"114,381,380","15,725","4,390,255",67,"230,252,306","1,606,934","286,300","41,518,862","613,717,046"
Breaking the Habit,Papercuts,Linkin Park,4/12/2024,USWB12401898,802,54.2,"428,629,823",2,454,,,,,,
Work,ANTI (Deluxe),Rihanna,1/28/2016,QM5FT1600116,799,54.2,"1,399,521,364","144,823","46,076,265",73,"1,662,063,771","10,770,107","3,515","6,820,574","36,448,419"
Normal,Normal,Feid,7/8/2022,USUM72211935,804,54.1,"724,772,954","76,821","31,039,211",76,"395,704,504","1,556,356","86,775","25,803,660","237,386,912"
LALALALA,ROCK-STAR,Stray Kids,11/10/2023,US5TA2300151,803,54.1,"154,592,041","10,814","10,289,612",,"161,998,287","2,825,345","184,200","94,512,843","430,312,931"
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,USUG11902886,807,54,"444,934,033","141,088","17,349,295",66,"411,628,542","2,868,681","191,154","26,909,802","238,372,502"
Lottery (Renegade),Lottery,K CAMP,4/1/2019,USUYG1247701,808,54,"173,526,912","28,272","6,607,554",46,"102,774,513","1,300,907","13,802,112","663,362,447","6,653,535,769"
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,8/11/2017,USWB11701181,805,54,"1,382,191,196","119,969","51,471,665",66,"1,318,325,154","6,888,667","624,291","24,379,364","260,253,261"
Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54,"1,105,805,922","164,541","62,561,721",77,"295,872,840","2,947,859","534,634","157,378,144","920,329,965"
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,USUG12102313,810,53.9,"844,630,935","94,185","54,080,564",74,"269,892,715","2,020,373","71,293","17,326,017","182,430,905"
Youngblood,Youngblood,5 Seconds of Summer,4/12/2018,GBUM71800366,811,53.9,"1,790,579,305","180,069","75,602,805",76,"792,369,989","7,627,895","226,361","15,100,678","81,167,209"
Sweater Weather,I'm Sorry...,The Neighbourhood,1/1/2012,USSM11300080,809,53.9,"2,916,412,507","415,650","149,359,220",85,"1,648,485,745","18,338,729","1,248,637","324,536,571","2,911,383,718"
Merayu Tuhan,Merayu Tuhan,Tri Suaka,8/15/2023,QZYFZ2347514,813,53.8,"8,517,888",506,"74,157",43,"71,408,616","296,903","2,200,000","17,612,619","540,360,680"
If We Being Rï¿½ï,2093,Yeat,2/16/2024,USUM72401643,812,53.8,"92,517,121","10,195","13,681,051",80,"4,695,846","79,415",,,
Can We Kiss Forever?,Can We Kiss Forever?,Kina,8/31/2018,USSM11914456,815,53.7,"634,493,511","89,559","32,092,279",66,"325,005,278","4,709,406","11,714,753","557,393,131","6,459,413,096"
Felices los 4,Felices los 4,Maluma,4/21/2017,USSD11700134,814,53.7,"932,817,713","73,487","24,333,265",68,"2,349,558,424","9,318,868","206,344","18,309,676","177,718,441"
Mariposita,Mariposita,La Vaca Lola,3/4/2021,QZDA62161038,820,53.6,,,,,"1,562,650,492","3,425,982",7,26,747
Relaciï¿½,Relaciï¿½,Sech,4/2/2020,QM9WM2000013,821,53.6,"468,900,803","62,750","12,074,538",60,"1,137,550,621","7,566,148","2,205,109","110,809,435","1,052,766,873"
ELOVRGA,Elovrga - Single,Alex Favela,8/18/2023,QZNFJ2303104,819,53.6,"333,899,135","24,862","20,963,358",75,"180,084,509","900,128","152,867","82,946,328","704,890,346"
Party Girl,Party Girl,StaySolidRocky,4/21/2020,USSM12002247,816,53.6,"730,440,576","115,574","16,306,099",67,"199,161,217","2,037,639","6,782,670","391,923,611","3,194,124,847"
I Feel It Coming,I Feel It Coming,The Weeknd,11/17/2016,USUG11601012,817,53.6,"1,749,088,490","193,568","52,373,071",72,"1,489,647,996","7,616,181",,"2,430","36,437"
Get In With Me,Get In With Me - Single,Bossman Dlow,1/19/2024,USQX92400087,818,53.6,"39,401,314","7,442","18,628,678",,"45,484,183","363,079",,"7,309,300","46,178,900"
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,7/9/2020,USUM72013642,822,53.5,"391,856,304","68,311","11,888,692",58,"1,040,938,222","8,443,453","2,490,398","109,826,716","1,423,789,944"
Human,Human,Rag'n'Bone Man,7/21/2016,GBARL1600665,824,53.4,"1,013,083,048","170,367","49,113,191",74,"1,900,272,147","12,302,869","265,475","90,999,656","1,070,508,080"
We Still Don't Trust You,WE STILL DON'T TRUST YOU,Future,4/12/2024,USSM12403111,823,53.4,"64,193,671","9,077","15,569,468",,"10,688,644","234,397",,,
snowfall,Snowfall - Single,ýýneheart,1/14/2022,QM3DF2191341,828,53.3,"652,949,750","72,344","19,014,919",79,"46,232,838","980,365","3,889,444","1,232,791,337","10,888,392,002"
First Love,First Love - Single,Oscar Maydon,12/7/2023,QZJJE2390614,825,53.3,"230,291,754","11,519","61,076,412",78,"113,183,874","658,962",,,
La_Original.mp3,La_Original.mp3,Emilia,11/2/2023,USSD12300584,829,53.3,"184,441,175","17,845","26,300,966",73,"109,532,952","635,058","193,100","40,676,589","529,217,516"
OA,OA,Anuel AA,10/13/2023,QZ7B82300076,827,53.3,"178,950,943","29,895","35,946,086",80,"113,884,335","541,097",,,
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/2022,BCO3K2200121,830,53.3,"54,513,960","13,089","4,241,209",52,"183,119","2,667","4,650,900","503,245,598","6,429,494,637"
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,8/28/2020,KRA402000131,826,53.3,"574,505,748","47,463","17,801,611",58,"1,037,344,011","21,343,581","2,161,485","204,760,050","1,928,057,718"
Deja Vu,minisode 3: TOMORROW,TOMORROW X TOGETHER,4/1/2024,USA2P2408081,832,53.2,"75,894,056","2,524","11,857,367",84,"70,842,688","1,388,774",,"14,529,171","59,546,295"
one of wun,One of Wun,Gunna,5/10/2024,USAT22403437,831,53.2,"58,469,975","7,073","108,431,155",82,"4,436,805","59,189",,,
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,12/1/2023,GBARL2301712,838,53.1,"200,151,839","32,776","133,835,796",82,"11,597,448","140,956",,,
Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2/5/2023,USAT22301358,837,53.1,"377,174,503","100,095","41,254,482",71,,,,,
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/24/2019,QMJMT1902056,836,53.1,"1,285,518,117","221,749","47,461,150",74,"606,135,388","5,429,579","24,013","9,483,657","72,297,780"
TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,QZNWW2131527,834,53.1,"274,647,899","96,137","14,188,085",60,"64,640,927","776,716","1,905,324","583,572,613","7,062,611,890"
Fancy Like,Country Stuff,Walker Hayes,6/4/2021,USQX92101534,835,53.1,"328,697,441","56,746","6,878,594",66,"174,775,864","1,192,058","796,309","174,360,135","2,074,178,281"
The Color Violet,Alone At Prom,Tory Lanez,12/10/2021,QZTGW2100275,833,53.1,"806,918,358","152,298","19,863,721",79,"105,278,538","1,053,733","40,106","22,514,603","251,896,836"
S91,S91,KAROL G,7/14/2023,USUG12305255,840,53,"240,161,044","22,270","15,087,485",64,"164,645,464","1,308,408","503,900","16,972,968","257,922,639"
LALISA,LALISA,LISA,9/10/2021,KRA402100098,839,53,"502,655,066","33,286","15,876,032",73,"900,358,198","23,155,453","909,216","188,844,723","1,612,602,199"
Levitating,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901299,841,52.9,"946,842,175","145,601","34,376,048",73,"39,855,160","660,222","1,493,355","552,112,407","4,779,580,212"
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306229,844,52.9,"246,224,964","23,436","13,507,680",73,"147,798,315","492,303","559,400","20,923,219","278,318,607"
Gimme Love,Gimme Love,Sia,9/13/2023,USAT22307798,843,52.9,"105,947,434","11,648","11,690,122",6,"27,707,323","325,476",688,"463,074","12,855,128"
Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Mc IG,3/7/2024,BRWMB2400220,842,52.9,"71,944,011","5,329","22,615,957",67,"89,527,069","935,574",,,
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,1/19/2024,INS182400204,848,52.8,"114,992,281","3,618","12,001,774",75,"144,797,885","1,123,962",,,
Arjan Vailly,"Arjan Vailly (From ""ANIMAL"")",Manan Bhardwaj,11/18/2023,INS182303269,849,52.8,"123,276,250","8,330","3,632,731",,"208,302,578","1,903,455",,,
Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,USUM71201071,847,52.8,"2,270,796,677","263,640","71,470,111",80,"1,738,647,396","12,375,429","261,866","25,465,591","296,361,891"
Supalonely,STELLA & STEVE,BENEE,11/15/2019,USUM71922597,845,52.8,"738,407,486","111,662","26,764,629",62,"363,250,356","4,622,840","4,814,901","442,756,956","3,587,729,796"
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,11/20/2011,QMUY41500008,846,52.8,"2,080,878,370","242,511","79,506,771",76,"308,933,095","2,370,617","270,919","33,270,068","289,518,843"
Spin Bout U,Her Loss,Drake,11/4/2022,USUG12208603,856,52.6,"356,685,934","88,034","16,963,292",71,"56,086,730","430,375","76,706","32,337,952","229,937,284"
From The Start,From The Start - Single,Laufey,5/11/2023,QM6N22309399,855,52.6,"368,256,958","53,922","25,450,036",73,"69,276,606","1,394,619","224,617","128,900,059","772,554,264"
ZOOM,ZOOM,Jessi,4/13/2022,KRA382204517,850,52.6,"166,161,044","22,288","7,774,873",61,"303,569,838","5,827,005","3,903,605","865,870,535","9,393,168,416"
